customer_id,arrival_time,service_start_time,service_end_time,interarrival_sec,service_time_sec,service_type,queue_at_arrival,wait_time_sec,system_time_sec,interarrival_min,service_time_min,wait_time_min,system_time_min
1,2024-01-01 08:00:00.000000,2024-01-01 08:00:00.000000,2024-01-01 08:03:03.936815,31.774005700609774,183.93681506437778,food,1,0.0,183.936815,0.5295667616768296,3.065613584406296,0.0,3.065613583333333
2,2024-01-01 08:01:16.645356,2024-01-01 08:03:03.936815,2024-01-01 08:04:53.936815,76.64535606223083,110.0,food,1,107.291459,217.291459,1.2774226010371805,1.8333333333333333,1.7881909833333334,3.6215243166666666
3,2024-01-01 08:02:34.561568,2024-01-01 08:04:53.936815,2024-01-01 08:05:49.324236,77.91621197935962,55.38742054672955,drink,1,139.375247,194.762668,1.2986035329893268,0.9231236757788258,2.322920783333333,3.2460444666666666
4,2024-01-01 08:04:00.011743,2024-01-01 08:05:49.324236,2024-01-01 08:06:53.518623,85.45017517273537,64.19438787133898,drink,1,109.312493,173.50688,1.424169586212256,1.0699064645223162,1.8218748833333334,2.8917813333333333
5,2024-01-01 08:05:06.295681,2024-01-01 08:06:53.518623,2024-01-01 08:09:35.579582,66.28393750836635,162.0609581364067,food,1,107.222942,269.283901,1.1047322918061058,2.7010159689401116,1.7870490333333333,4.488065016666667
6,2024-01-01 08:06:20.500775,2024-01-01 08:09:35.579582,2024-01-01 08:15:50.461390,74.20509444657206,374.88180831172673,food,1,195.078807,569.960615,1.2367515741095343,6.248030138528779,3.25131345,9.499343583333333
7,2024-01-01 08:06:51.754061,2024-01-01 08:15:50.461390,2024-01-01 08:17:57.883416,31.2532858821985,127.42202654676626,food,1,538.707329,666.129355,0.5208880980366417,2.1237004424461046,8.978455483333333,11.102155916666668
8,2024-01-01 08:08:55.079853,2024-01-01 08:17:57.883416,2024-01-01 08:18:53.362463,123.32579210079656,55.47904664485218,drink,1,542.803563,598.28261,2.0554298683466095,0.9246507774142031,9.04672605,9.971376833333332
9,2024-01-01 08:10:36.355239,2024-01-01 08:18:53.362463,2024-01-01 08:19:44.789267,101.27538624509239,51.42680405334471,drink,1,497.007224,548.434028,1.6879231040848732,0.8571134008890785,8.283453733333333,9.140567133333333
10,2024-01-01 08:11:48.855113,2024-01-01 08:19:44.789267,2024-01-01 08:22:38.932987,72.49987340458826,174.1437196043288,food,1,475.934154,650.077874,1.2083312234098043,2.902395326738813,7.932235899999999,10.834631233333333
11,2024-01-01 08:13:31.480248,2024-01-01 08:22:38.932987,2024-01-01 08:25:32.102530,102.6251350430681,173.1695431494036,food,1,547.452739,720.622282,1.7104189173844684,2.88615905249006,9.124212316666666,12.010371366666668
12,2024-01-01 08:15:37.018398,2024-01-01 08:25:32.102530,2024-01-01 08:28:41.309598,125.53814994047481,189.20706777104206,food,1,595.084132,784.2912,2.0923024990079133,3.1534511295173675,9.918068866666665,13.07152
13,2024-01-01 08:17:01.753338,2024-01-01 08:28:41.309598,2024-01-01 08:32:55.779737,84.73494042830912,254.47013907695646,food,1,699.55626,954.026399,1.4122490071384852,4.241168984615941,11.659270999999999,15.900439983333333
14,2024-01-01 08:19:56.688368,2024-01-01 08:32:55.779737,2024-01-01 08:38:10.314465,174.9350298177467,314.53472849447377,food,1,779.091369,1093.626097,2.9155838302957786,5.242245474907896,12.98485615,18.22710161666667
15,2024-01-01 08:21:25.508641,2024-01-01 08:38:10.314465,2024-01-01 08:41:11.423618,88.82027255916223,181.10915253792467,food,1,1004.805824,1185.914977,1.4803378759860373,3.018485875632078,16.746763733333335,19.765249616666665
16,2024-01-01 08:22:00.163600,2024-01-01 08:41:11.423618,2024-01-01 08:45:22.592721,34.65495960849459,251.1691028620833,food,1,1151.260018,1402.429121,0.5775826601415766,4.186151714368055,19.187666966666665,23.373818683333333
17,2024-01-01 08:23:10.525376,2024-01-01 08:45:22.592721,2024-01-01 08:47:39.498538,70.36177546787088,136.90581689490398,food,1,1332.067345,1468.973162,1.1726962577978481,2.281763614915066,22.201122416666667,24.482886033333333
18,2024-01-01 08:24:55.427696,2024-01-01 08:47:39.498538,2024-01-01 08:51:45.757132,104.90231992621622,246.25859453065826,food,1,1364.070842,1610.329436,1.7483719987702704,4.1043099088443045,22.734514033333333,26.838823933333334
19,2024-01-01 08:27:01.033823,2024-01-01 08:51:45.757132,2024-01-01 08:52:25.565268,125.60612717682369,39.808135618768155,drink,1,1484.723309,1524.531445,2.0934354529470616,0.6634689269794692,24.745388483333333,25.408857416666667
20,2024-01-01 08:28:08.159000,2024-01-01 08:52:25.565268,2024-01-01 08:53:35.015827,67.1251768205274,69.45055897741011,drink,1,1457.406268,1526.856827,1.11875294700879,1.1575093162901686,24.290104466666666,25.447613783333335
21,2024-01-01 08:28:40.981373,2024-01-01 08:53:35.015827,2024-01-01 08:59:55.015827,32.822372970680064,380.0,food,1,1494.034454,1874.034454,0.5470395495113344,6.333333333333333,24.900574233333334,31.23390756666667
22,2024-01-01 08:29:33.723879,2024-01-01 08:59:55.015827,2024-01-01 09:02:47.648566,52.74250650478971,172.63273948426925,food,1,1821.291948,1993.924687,0.8790417750798285,2.8772123247378207,30.354865800000002,33.23207811666666
23,2024-01-01 08:29:57.184107,2024-01-01 09:02:47.648566,2024-01-01 09:04:37.648566,23.460228161061654,110.0,food,1,1970.464459,2080.464459,0.3910038026843609,1.8333333333333333,32.84107431666667,34.67440765
24,2024-01-01 08:31:31.278807,2024-01-01 09:04:37.648566,2024-01-01 09:05:20.879399,94.09469974369404,43.23083306808283,drink,1,1986.369759,2029.600592,1.5682449957282338,0.7205138844680472,33.10616265,33.826676533333334
25,2024-01-01 08:32:17.820790,2024-01-01 09:05:20.879399,2024-01-01 09:10:17.587863,46.541982786326884,296.70846390922316,food,1,1983.058609,2279.767073,0.775699713105448,4.945141065153719,33.05097681666667,37.99611788333333
26,2024-01-01 08:32:56.186404,2024-01-01 09:10:17.587863,2024-01-01 09:11:18.437092,38.36561427082348,60.84922859240392,drink,1,2241.401459,2302.250688,0.6394269045137246,1.0141538098733986,37.35669098333334,38.3708448
27,2024-01-01 08:34:35.555408,2024-01-01 09:11:18.437092,2024-01-01 09:14:38.686862,99.36900383527926,200.24977041782063,food,1,2202.881684,2403.131454,1.656150063921321,3.3374961736303437,36.71469473333333,40.0521909
28,2024-01-01 08:36:56.209917,2024-01-01 09:14:38.686862,2024-01-01 09:19:10.052558,140.65450868222106,271.3656958460429,food,1,2262.476945,2533.842641,2.344241811370351,4.522761597434049,37.70794908333333,42.230710683333335
29,2024-01-01 08:37:34.465839,2024-01-01 09:19:10.052558,2024-01-01 09:22:50.086403,38.255922381888375,220.0338450594566,food,1,2495.586719,2715.620564,0.6375987063648062,3.6672307509909436,41.59311198333333,45.26034273333333
30,2024-01-01 08:38:41.853158,2024-01-01 09:22:50.086403,2024-01-01 09:27:45.120247,67.38731950050982,295.0338439402157,food,1,2648.233245,2943.267089,1.1231219916751636,4.917230732336929,44.13722075,49.05445148333333
31,2024-01-01 08:39:35.972901,2024-01-01 09:27:45.120247,2024-01-01 09:28:51.831026,54.11974279832752,66.71077882635177,drink,1,2889.147346,2955.858125,0.9019957133054587,1.1118463137725294,48.15245576666667,49.264302083333334
32,2024-01-01 08:41:44.837711,2024-01-01 09:28:51.831026,2024-01-01 09:34:25.010125,128.86480992493398,333.1790992868077,food,1,2826.993315,3160.172414,2.147746832082233,5.552984988113462,47.116555250000005,52.669540233333336
33,2024-01-01 08:42:42.830910,2024-01-01 09:34:25.010125,2024-01-01 09:37:54.257766,57.99319883210902,209.2476405506703,food,1,3102.179215,3311.426856,0.9665533138684838,3.487460675844505,51.70298691666667,55.1904476
34,2024-01-01 08:43:13.563961,2024-01-01 09:37:54.257766,2024-01-01 09:42:14.627782,30.73305100019567,260.3700167348445,food,1,3280.693805,3541.063821,0.5122175166699278,4.339500278914075,54.67823008333333,59.01773035
35,2024-01-01 08:44:13.252774,2024-01-01 09:42:14.627782,2024-01-01 09:44:54.944152,59.68881263968696,160.31636925310113,food,1,3481.375008,3641.691378,0.9948135439947826,2.6719394875516853,58.0229168,60.6948563
36,2024-01-01 08:46:07.234860,2024-01-01 09:44:54.944152,2024-01-01 09:45:37.320779,113.98208651254083,42.3766270150559,drink,1,3527.709292,3570.085919,1.8997014418756806,0.7062771169175984,58.795154866666664,59.50143198333333
37,2024-01-01 08:46:59.403302,2024-01-01 09:45:37.320779,2024-01-01 09:46:56.629061,52.16844205550371,79.30828224670357,drink,1,3517.917477,3597.225759,0.8694740342583952,1.3218047041117262,58.63195795,59.95376265
38,2024-01-01 08:47:40.327851,2024-01-01 09:46:56.629061,2024-01-01 09:47:52.088336,40.92454872333947,55.45927482116301,drink,1,3556.30121,3611.760485,0.6820758120556578,0.9243212470193835,59.271686833333334,60.19600808333333
39,2024-01-01 08:48:36.736666,2024-01-01 09:47:52.088336,2024-01-01 09:48:56.966425,56.40881492288359,64.87808905379806,drink,1,3555.35167,3620.229759,0.9401469153813932,1.0813014842299677,59.25586116666667,60.337162649999996
40,2024-01-01 08:49:08.151809,2024-01-01 09:48:56.966425,2024-01-01 09:49:50.946265,31.41514314881142,53.97984023058224,drink,1,3588.814616,3642.794456,0.523585719146857,0.8996640038430374,59.81357693333334,60.71324093333333
41,2024-01-01 08:50:02.228299,2024-01-01 09:49:50.946265,2024-01-01 09:52:14.311253,54.0764903394539,143.36498763927787,food,1,3588.717966,3732.082954,0.9012748389908983,2.389416460654631,59.8119661,62.201382566666666
42,2024-01-01 08:50:45.179772,2024-01-01 09:52:14.311253,2024-01-01 09:55:16.381604,42.95147226980683,182.0703511254446,food,1,3689.131481,3871.201832,0.7158578711634471,3.0345058520907435,61.48552468333333,64.52003053333334
43,2024-01-01 08:53:57.863327,2024-01-01 09:55:16.381604,2024-01-01 09:56:31.357508,192.68355520701667,74.97590428428343,drink,1,3678.518277,3753.494181,3.211392586783611,1.2495984047380573,61.308637950000005,62.55823635
44,2024-01-01 08:54:12.021175,2024-01-01 09:56:31.357508,2024-01-01 09:57:32.241349,14.157848483175364,60.88384118847078,drink,1,3739.336333,3800.220174,0.23596414138625607,1.0147306864745131,62.32227221666667,63.3370029
45,2024-01-01 08:54:46.573773,2024-01-01 09:57:32.241349,2024-01-01 09:58:02.241349,34.55259768047583,30.0,drink,1,3765.667576,3795.667576,0.5758766280079305,0.5,62.761126266666665,63.261126266666665
46,2024-01-01 08:55:27.477985,2024-01-01 09:58:02.241349,2024-01-01 10:00:48.559449,40.90421167983266,166.318099608563,food,1,3754.763364,3921.081464,0.6817368613305443,2.7719683268093833,62.5793894,65.35135773333333
47,2024-01-01 08:55:59.040586,2024-01-01 10:00:48.559449,2024-01-01 10:02:09.076150,31.562601457624872,80.51670068327539,drink,1,3889.518863,3970.035564,0.5260433576270812,1.3419450113879232,64.82531438333334,66.16725939999999
48,2024-01-01 08:57:16.122934,2024-01-01 10:02:09.076150,2024-01-01 10:04:55.490582,77.08234763956384,166.4144319774633,food,1,3892.953216,4059.367648,1.2847057939927307,2.7735738662910547,64.8825536,67.65612746666666
49,2024-01-01 08:57:53.927841,2024-01-01 10:04:55.490582,2024-01-01 10:06:45.490582,37.80490727910493,110.0,food,1,4021.562741,4131.562741,0.6300817879850822,1.8333333333333333,67.02604568333334,68.85937901666667
50,2024-01-01 08:58:15.554262,2024-01-01 10:06:45.490582,2024-01-01 10:08:07.779364,21.62642062685972,82.2887821667607,drink,1,4109.93632,4192.225102,0.3604403437809953,1.371479702779345,68.49893866666666,69.87041836666667
51,2024-01-01 08:59:19.403854,2024-01-01 10:08:07.779364,2024-01-01 10:12:05.942766,63.849592505732026,238.16340266805,food,1,4128.37551,4366.538912,1.0641598750955337,3.9693900444675,68.8062585,72.77564853333334
52,2024-01-01 09:00:09.713131,2024-01-01 10:12:05.942766,2024-01-01 10:15:02.208879,50.30927724639291,176.2661125918693,food,1,4316.229635,4492.495748,0.8384879541065485,2.9377685431978215,71.93716058333332,74.87492913333334
