customer_id,arrival_time,service_start_time,service_end_time,interarrival_sec,service_time_sec,service_type,queue_at_arrival,wait_time_sec,system_time_sec,interarrival_min,service_time_min,wait_time_min,system_time_min
1,2024-01-01 08:00:00.000000,2024-01-01 08:00:00.000000,2024-01-01 08:00:58.209725,38.498531292586435,58.20972531478405,drink,1,0.0,58.209725,0.6416421882097739,0.9701620885797342,0.0,0.9701620833333333
2,2024-01-01 08:00:31.856780,2024-01-01 08:00:58.209725,2024-01-01 08:03:43.302647,31.85677954919808,165.09292174540275,food,1,26.352945,191.445867,0.530946325819968,2.7515486957567123,0.43921574999999996,3.19076445
3,2024-01-01 08:00:42.231904,2024-01-01 08:03:43.302647,2024-01-01 08:04:08.302647,10.375124428838049,25.0,drink,1,181.070743,206.070743,0.17291874048063416,0.4166666666666667,3.0178457166666663,3.4345123833333333
4,2024-01-01 08:00:54.700377,2024-01-01 08:04:08.302647,2024-01-01 08:04:46.810823,12.468473247661073,38.508175896785495,drink,1,193.60227,232.110446,0.2078078874610179,0.6418029316130915,3.2267045,3.8685074333333334
5,2024-01-01 08:01:57.735059,2024-01-01 08:04:46.810823,2024-01-01 08:05:26.999662,63.03468165787663,40.188838697016536,drink,1,169.075764,209.264603,1.0505780276312773,0.6698139782836089,2.8179293999999997,3.487743383333333
6,2024-01-01 08:02:41.571842,2024-01-01 08:05:26.999662,2024-01-01 08:05:51.999662,43.83678302503281,25.0,drink,1,165.42782,190.42782,0.7306130504172135,0.4166666666666667,2.7571303333333335,3.173797
7,2024-01-01 08:03:05.761627,2024-01-01 08:05:51.999662,2024-01-01 08:06:35.035675,24.18978507231114,43.03601364055543,drink,1,166.238035,209.274048,0.40316308453851896,0.7172668940092571,2.7706339166666667,3.4879008
8,2024-01-01 08:03:27.801426,2024-01-01 08:06:35.035675,2024-01-01 08:07:30.772011,22.03979918989117,55.73633549651557,drink,1,187.234249,242.970585,0.36732998649818616,0.9289389249419262,3.1205708166666666,4.04950975
9,2024-01-01 08:03:42.037676,2024-01-01 08:07:30.772011,2024-01-01 08:08:00.819764,14.236250219918485,30.047753544503507,drink,1,228.734335,258.782088,0.23727083699864143,0.5007958924083918,3.8122389166666664,4.3130348
10,2024-01-01 08:04:15.668151,2024-01-01 08:08:00.819764,2024-01-01 08:08:46.520175,33.630474111645015,45.70041032558859,drink,1,225.151613,270.852024,0.5605079018607503,0.7616735054264765,3.752526883333333,4.514200399999999
11,2024-01-01 08:04:30.857649,2024-01-01 08:08:46.520175,2024-01-01 08:09:18.446116,15.189498329959669,31.925941749739184,drink,1,255.662526,287.588467,0.25315830549932783,0.5320990291623198,4.2610421,4.793141116666666
12,2024-01-01 08:04:50.921702,2024-01-01 08:09:18.446116,2024-01-01 08:09:53.055084,20.064052735467612,34.60896773952356,drink,1,267.524414,302.133382,0.3344008789244602,0.5768161289920593,4.458740233333333,5.0355563666666665
13,2024-01-01 08:05:07.326941,2024-01-01 08:09:53.055084,2024-01-01 08:10:51.306414,16.40523905417223,58.25132997587039,drink,1,285.728143,343.979473,0.27342065090287054,0.9708554995978399,4.762135716666666,5.732991216666666
14,2024-01-01 08:05:49.474660,2024-01-01 08:10:51.306414,2024-01-01 08:11:27.338278,42.1477197024047,36.03186397876993,drink,1,301.831754,337.863618,0.7024619950400783,0.6005310663128322,5.030529233333334,5.6310603
15,2024-01-01 08:06:12.983241,2024-01-01 08:11:27.338278,2024-01-01 08:12:14.422615,23.50858053843966,47.084337379116874,drink,1,314.355037,361.439374,0.391809675640661,0.7847389563186146,5.239250616666666,6.023989566666667
16,2024-01-01 08:06:41.533939,2024-01-01 08:12:14.422615,2024-01-01 08:13:34.422615,28.55069856083113,80.0,food,1,332.888676,412.888676,0.4758449760138522,1.3333333333333333,5.5481446,6.881477933333333
